10|"October"||||||||||||||"23397113"|"244654568"
11|"November"||||||||||||||"23397113"|"244654567"
12|"December"||||||||||||||"23397113"|"244654560"
1|"January"||||||||||||||"23397113"|"244654562"
2|"February"||||||||||||||"23397113"|"244654561"
3|"March"||||||||||||||"23397113"|"244654565"
4|"April"||||||||||||||"23397113"|"244654558"
5|"May"||||||||||||||"23397113"|"244654566"
1|"January"|"None"||"None"|||||||||||"23397114"|"244654574"
3|"March"|"None"||"None"|||||||||||"23397114"|"244654577"
2|"February"|"None"||"None"|||||||||||"23397114"|"244654573"
12|"December"|"None"||"None"|||||||||||"23397114"|"244654572"
5|"May"|"None"||"None"|||||||||||"23397114"|"244654578"
4|"April"|"None"||"None"|||||||||||"23397114"|"244654570"
8|"August"|"None"||"None"|||||||||||"23397114"|"244654571"
9|"September"|"None"||"None"|||||||||||"23397114"|"244654581"
6|"June"|"None"||"None"|||||||||||"23397114"|"244654576"
7|"July"|"None"||"None"|||||||||||"23397114"|"244654575"
11|"November"|"None"||"None"|||||||||||"23397114"|"244654579"
10|"October"|"None"||"None"|||||||||||"23397114"|"244654580"
6|"June"||||||||||||||"23397115"|"244654588"
7|"July"||||||||||||||"23397115"|"244654587"
8|"August"||||||||||||||"23397115"|"244654583"
9|"September"||||||||||||||"23397115"|"244654593"
10|"October"||||||||||||||"23397115"|"244654592"
11|"November"||||||||||||||"23397115"|"244654591"
12|"December"||||||||||||||"23397115"|"244654584"
1|"January"||||||||||||||"23397115"|"244654586"
2|"February"||||||||||||||"23397115"|"244654585"
3|"March"||||||||||||||"23397115"|"244654589"
4|"April"||||||||||||||"23397115"|"244654582"
5|"May"||||||||||||||"23397115"|"244654590"
1|"January"|"None"||"None"|||||||||||"23397116"|"244654598"
3|"March"|"None"||"None"|||||||||||"23397116"|"244654601"
2|"February"|"None"||"None"|||||||||||"23397116"|"244654597"
12|"December"|"None"||"None"|||||||||||"23397116"|"244654596"
5|"May"|"None"||"None"|||||||||||"23397116"|"244654602"
4|"April"|"None"||"None"|||||||||||"23397116"|"244654594"
9|"September"|"None"||"None"|||||||||||"23397116"|"244654605"
8|"August"|"None"||"None"|||||||||||"23397116"|"244654595"
7|"July"|"None"||"None"|||||||||||"23397116"|"244654599"
6|"June"|"None"||"None"|||||||||||"23397116"|"244654600"
11|"November"|"None"||"None"|||||||||||"23397116"|"244654603"
10|"October"|"None"||"None"|||||||||||"23397116"|"244654604"
6|"June"||||||||||||||"23397117"|"244654612"
7|"July"||||||||||||||"23397117"|"244654611"
8|"August"||||||||||||||"23397117"|"244654607"
9|"September"||||||||||||||"23397117"|"244654617"
10|"October"||||||||||||||"23397117"|"244654616"
11|"November"||||||||||||||"23397117"|"244654615"
12|"December"||||||||||||||"23397117"|"244654608"
1|"January"||||||||||||||"23397117"|"244654610"
2|"February"||||||||||||||"23397117"|"244654609"
3|"March"||||||||||||||"23397117"|"244654613"
4|"April"||||||||||||||"23397117"|"244654606"
5|"May"||||||||||||||"23397117"|"244654614"
6|"June"||||||||||||||"23397118"|"244654624"
7|"July"||||||||||||||"23397118"|"244654623"
8|"August"||||||||||||||"23397118"|"244654619"
9|"September"||||||||||||||"23397118"|"244654629"
10|"October"||||||||||||||"23397118"|"244654628"
11|"November"||||||||||||||"23397118"|"244654627"
12|"December"||||||||||||||"23397118"|"244654620"
1|"January"||||||||||||||"23397118"|"244654622"
2|"February"||||||||||||||"23397118"|"244654621"
3|"March"||||||||||||||"23397118"|"244654625"
4|"April"||||||||||||||"23397118"|"244654618"
5|"May"||||||||||||||"23397118"|"244654626"
5|"May"|||"None"|||||||||||"23397119"|"244654635"
12|"December"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397119"|"244654631"
4|"April"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397119"|"244654630"
2|"February"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397119"|"244654632"
3|"March"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397119"|"244654634"
1|"January"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397119"|"244654633"
11|"November"|||"None"|||||||||||"23397119"|"244654641"
10|"October"|||"None"|||||||||||"23397119"|"244654640"
9|"September"|||"None"|||||||||||"23397119"|"244654639"
8|"August"|||"None"|||||||||||"23397119"|"244654638"
7|"July"|||"None"|||||||||||"23397119"|"244654637"
6|"June"|||"None"|||||||||||"23397119"|"244654636"
1|"January"|"None"||"None"|||||||||||"23397162"|"244655150"
3|"March"|"None"||"None"|||||||||||"23397162"|"244655153"
2|"February"|"None"||"None"|||||||||||"23397162"|"244655149"
12|"December"|"None"||"None"|||||||||||"23397162"|"244655148"
5|"May"|"None"||"None"|||||||||||"23397162"|"244655154"
4|"April"|"None"||"None"|||||||||||"23397162"|"244655146"
9|"September"|"None"||"None"|||||||||||"23397162"|"244655157"
8|"August"|"None"||"None"|||||||||||"23397162"|"244655147"
7|"July"|"None"||"None"|||||||||||"23397162"|"244655151"
6|"June"|"None"||"None"|||||||||||"23397162"|"244655152"
11|"November"|"None"||"None"|||||||||||"23397162"|"244655155"
10|"October"|"None"||"None"|||||||||||"23397162"|"244655156"
5|"May"||||||||||||||"23397163"|"244655166"
6|"June"||||||||||||||"23397163"|"244655164"
7|"July"||||||||||||||"23397163"|"244655163"
8|"August"||||||||||||||"23397163"|"244655159"
9|"September"||||||||||||||"23397163"|"244655169"
10|"October"||||||||||||||"23397163"|"244655168"
11|"November"||||||||||||||"23397163"|"244655167"
12|"December"||||||||||||||"23397163"|"244655160"
1|"January"||||||||||||||"23397163"|"244655162"
2|"February"||||||||||||||"23397163"|"244655161"
3|"March"||||||||||||||"23397163"|"244655165"
4|"April"||||||||||||||"23397163"|"244655158"
5|"May"||||||||||||||"23397164"|"244655178"
6|"June"||||||||||||||"23397164"|"244655176"
7|"July"||||||||||||||"23397164"|"244655175"
8|"August"||||||||||||||"23397164"|"244655171"
9|"September"||||||||||||||"23397164"|"244655181"
10|"October"||||||||||||||"23397164"|"244655180"
11|"November"||||||||||||||"23397164"|"244655179"
12|"December"||||||||||||||"23397164"|"244655172"
1|"January"||||||||||||||"23397164"|"244655174"
2|"February"||||||||||||||"23397164"|"244655173"
3|"March"||||||||||||||"23397164"|"244655177"
4|"April"||||||||||||||"23397164"|"244655170"
5|"May"||||||||||||||"23397165"|"244655190"
6|"June"||||||||||||||"23397165"|"244655188"
7|"July"||||||||||||||"23397165"|"244655187"
8|"August"||||||||||||||"23397165"|"244655183"
9|"September"||||||||||||||"23397165"|"244655193"
10|"October"||||||||||||||"23397165"|"244655192"
11|"November"||||||||||||||"23397165"|"244655191"
12|"December"||||||||||||||"23397165"|"244655184"
1|"January"||||||||||||||"23397165"|"244655186"
2|"February"||||||||||||||"23397165"|"244655185"
3|"March"||||||||||||||"23397165"|"244655189"
4|"April"||||||||||||||"23397165"|"244655182"
12|"December"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397166"|"244655195"
4|"April"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397166"|"244655194"
3|"March"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397166"|"244655198"
2|"February"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397166"|"244655196"
1|"January"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397166"|"244655197"
11|"November"|||"None"|||||||||||"23397166"|"244655205"
10|"October"|||"None"|||||||||||"23397166"|"244655204"
9|"September"|||"None"|||||||||||"23397166"|"244655203"
8|"August"|||"None"|||||||||||"23397166"|"244655202"
7|"July"|||"None"|||||||||||"23397166"|"244655201"
6|"June"|||"None"|||||||||||"23397166"|"244655200"
5|"May"|||"None"|||||||||||"23397166"|"244655199"
1|"January"|"None"||"None"|||||||||||"23397146"|"244654961"
3|"March"|"None"||"None"|||||||||||"23397146"|"244654963"
2|"February"|"None"||"None"|||||||||||"23397146"|"244654962"
12|"December"|"None"||"None"|||||||||||"23397146"|"244654965"
5|"May"|"None"||"None"|||||||||||"23397146"|"244654954"
4|"April"|"None"||"None"|||||||||||"23397146"|"244654964"
9|"September"|"None"||"None"|||||||||||"23397146"|"244654958"
8|"August"|"None"||"None"|||||||||||"23397146"|"244654957"
7|"July"|"None"||"None"|||||||||||"23397146"|"244654956"
6|"June"|"None"||"None"|||||||||||"23397146"|"244654955"
11|"November"|"None"||"None"|||||||||||"23397146"|"244654960"
10|"October"|"None"||"None"|||||||||||"23397146"|"244654959"
1|"January"|"None"||"None"|||||||||||"23397147"|"244654977"
3|"March"|"None"||"None"|||||||||||"23397147"|"244654975"
2|"February"|"None"||"None"|||||||||||"23397147"|"244654976"
12|"December"|"None"||"None"|||||||||||"23397147"|"244654970"
5|"May"|"None"||"None"|||||||||||"23397147"|"244654973"
4|"April"|"None"||"None"|||||||||||"23397147"|"244654974"
9|"September"|"None"||"None"|||||||||||"23397147"|"244654967"
8|"August"|"None"||"None"|||||||||||"23397147"|"244654966"
7|"July"|"None"||"None"|||||||||||"23397147"|"244654971"
6|"June"|"None"||"None"|||||||||||"23397147"|"244654972"
11|"November"|"None"||"None"|||||||||||"23397147"|"244654969"
10|"October"|"None"||"None"|||||||||||"23397147"|"244654968"
1|"January"|"None"||"None"|||||||||||"23397148"|"244654982"
3|"March"|"None"||"None"|||||||||||"23397148"|"244654985"
2|"February"|"None"||"None"|||||||||||"23397148"|"244654981"
12|"December"|"None"||"None"|||||||||||"23397148"|"244654980"
5|"May"|"None"||"None"|||||||||||"23397148"|"244654986"
4|"April"|"None"||"None"|||||||||||"23397148"|"244654978"
9|"September"|"None"||"None"|||||||||||"23397148"|"244654989"
8|"August"|"None"||"None"|||||||||||"23397148"|"244654979"
7|"July"|"None"||"None"|||||||||||"23397148"|"244654983"
6|"June"|"None"||"None"|||||||||||"23397148"|"244654984"
11|"November"|"None"||"None"|||||||||||"23397148"|"244654987"
10|"October"|"None"||"None"|||||||||||"23397148"|"244654988"
1|"January"|"None"||"None"|||||||||||"23397149"|"244654994"
3|"March"|"None"||"None"|||||||||||"23397149"|"244654997"
2|"February"|"None"||"None"|||||||||||"23397149"|"244654993"
12|"December"|"None"||"None"|||||||||||"23397149"|"244654992"
5|"May"|"None"||"None"|||||||||||"23397149"|"244654998"
4|"April"|"None"||"None"|||||||||||"23397149"|"244654990"
9|"September"|"None"||"None"|||||||||||"23397149"|"244655001"
8|"August"|"None"||"None"|||||||||||"23397149"|"244654991"
7|"July"|"None"||"None"|||||||||||"23397149"|"244654995"
6|"June"|"None"||"None"|||||||||||"23397149"|"244654996"
11|"November"|"None"||"None"|||||||||||"23397149"|"244654999"
10|"October"|"None"||"None"|||||||||||"23397149"|"244655000"
1|"January"|"None"||"None"|||||||||||"23397167"|"244655210"
3|"March"|"None"||"None"|||||||||||"23397167"|"244655213"
2|"February"|"None"||"None"|||||||||||"23397167"|"244655209"
12|"December"|"None"||"None"|||||||||||"23397167"|"244655208"
5|"May"|"None"||"None"|||||||||||"23397167"|"244655214"
4|"April"|"None"||"None"|||||||||||"23397167"|"244655206"
9|"September"|"None"||"None"|||||||||||"23397167"|"244655217"
8|"August"|"None"||"None"|||||||||||"23397167"|"244655207"
7|"July"|"None"||"None"|||||||||||"23397167"|"244655211"
6|"June"|"None"||"None"|||||||||||"23397167"|"244655212"
11|"November"|"None"||"None"|||||||||||"23397167"|"244655215"
10|"October"|"None"||"None"|||||||||||"23397167"|"244655216"
12|"December"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397168"|"244655219"
4|"April"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397168"|"244655218"
3|"March"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397168"|"244655222"
2|"February"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397168"|"244655220"
1|"January"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397168"|"244655221"
11|"November"|||"None"|||||||||||"23397168"|"244655229"
10|"October"|||"None"|||||||||||"23397168"|"244655228"
9|"September"|||"None"|||||||||||"23397168"|"244655227"
8|"August"|||"None"|||||||||||"23397168"|"244655226"
7|"July"|||"None"|||||||||||"23397168"|"244655225"
6|"June"|||"None"|||||||||||"23397168"|"244655224"
5|"May"|||"None"|||||||||||"23397168"|"244655223"
5|"May"||||||||||||||"23397169"|"244655238"
6|"June"||||||||||||||"23397169"|"244655236"
7|"July"||||||||||||||"23397169"|"244655235"
8|"August"||||||||||||||"23397169"|"244655231"
9|"September"||||||||||||||"23397169"|"244655241"
10|"October"||||||||||||||"23397169"|"244655240"
11|"November"||||||||||||||"23397169"|"244655239"
12|"December"||||||||||||||"23397169"|"244655232"
1|"January"||||||||||||||"23397169"|"244655234"
2|"February"||||||||||||||"23397169"|"244655233"
4|"April"||||||||||||||"23397169"|"244655230"
3|"March"||||||||||||||"23397169"|"244655237"
5|"May"||||||||||||||"23397170"|"244655250"
6|"June"||||||||||||||"23397170"|"244655248"
7|"July"||||||||||||||"23397170"|"244655247"
8|"August"||||||||||||||"23397170"|"244655243"
9|"September"||||||||||||||"23397170"|"244655253"
10|"October"||||||||||||||"23397170"|"244655252"
11|"November"||||||||||||||"23397170"|"244655251"
12|"December"||||||||||||||"23397170"|"244655244"
1|"January"||||||||||||||"23397170"|"244655246"
2|"February"||||||||||||||"23397170"|"244655245"
4|"April"||||||||||||||"23397170"|"244655242"
3|"March"||||||||||||||"23397170"|"244655249"
5|"May"|||"None"|||||||||||"23397138"|"244654863"
12|"December"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397138"|"244654859"
4|"April"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397138"|"244654858"
3|"March"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397138"|"244654862"
2|"February"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397138"|"244654860"
1|"January"|"Rare"|"Brief (2 to 7 days)"|"None"|||||||||||"23397138"|"244654861"
11|"November"|||"None"|||||||||||"23397138"|"244654868"
10|"October"|||"None"|||||||||||"23397138"|"244654869"
9|"September"|||"None"|||||||||||"23397138"|"244654867"
8|"August"|||"None"|||||||||||"23397138"|"244654866"
7|"July"|||"None"|||||||||||"23397138"|"244654865"
6|"June"|||"None"|||||||||||"23397138"|"244654864"
6|"June"||||||||||||||"23397139"|"244654876"
7|"July"||||||||||||||"23397139"|"244654875"
8|"August"||||||||||||||"23397139"|"244654871"
9|"September"||||||||||||||"23397139"|"244654881"
10|"October"||||||||||||||"23397139"|"244654880"
11|"November"||||||||||||||"23397139"|"244654879"
12|"December"||||||||||||||"23397139"|"244654872"
1|"January"||||||||||||||"23397139"|"244654874"
2|"February"||||||||||||||"23397139"|"244654873"
3|"March"||||||||||||||"23397139"|"244654877"
4|"April"||||||||||||||"23397139"|"244654870"
5|"May"||||||||||||||"23397139"|"244654878"
6|"June"||||||||||||||"23397140"|"244654888"
7|"July"||||||||||||||"23397140"|"244654887"
8|"August"||||||||||||||"23397140"|"244654883"
9|"September"||||||||||||||"23397140"|"244654893"
10|"October"||||||||||||||"23397140"|"244654892"
11|"November"||||||||||||||"23397140"|"244654891"
12|"December"||||||||||||||"23397140"|"244654884"
1|"January"||||||||||||||"23397140"|"244654886"
2|"February"||||||||||||||"23397140"|"244654885"
3|"March"||||||||||||||"23397140"|"244654889"
4|"April"||||||||||||||"23397140"|"244654882"
5|"May"||||||||||||||"23397140"|"244654890"
1|"January"|"None"||"None"|||||||||||"23397175"|"244655310"
3|"March"|"None"||"None"|||||||||||"23397175"|"244655309"
2|"February"|"None"||"None"|||||||||||"23397175"|"244655305"
12|"December"|"None"||"None"|||||||||||"23397175"|"244655313"
5|"May"|"None"||"None"|||||||||||"23397175"|"244655304"
4|"April"|"None"||"None"|||||||||||"23397175"|"244655303"
9|"September"|"None"||"None"|||||||||||"23397175"|"244655302"
8|"August"|"None"||"None"|||||||||||"23397175"|"244655308"
7|"July"|"None"||"None"|||||||||||"23397175"|"244655312"
6|"June"|"None"||"None"|||||||||||"23397175"|"244655307"
11|"November"|"None"||"None"|||||||||||"23397175"|"244655306"
10|"October"|"None"||"None"|||||||||||"23397175"|"244655311"
1|"January"|"None"||"None"|||||||||||"23397176"|"244655323"
3|"March"|"None"||"None"|||||||||||"23397176"|"244655314"
2|"February"|"None"||"None"|||||||||||"23397176"|"244655318"
12|"December"|"None"||"None"|||||||||||"23397176"|"244655315"
5|"May"|"None"||"None"|||||||||||"23397176"|"244655319"
4|"April"|"None"||"None"|||||||||||"23397176"|"244655321"
9|"September"|"None"||"None"|||||||||||"23397176"|"244655317"
8|"August"|"None"||"None"|||||||||||"23397176"|"244655325"
7|"July"|"None"||"None"|||||||||||"23397176"|"244655320"
6|"June"|"None"||"None"|||||||||||"23397176"|"244655316"
11|"November"|"None"||"None"|||||||||||"23397176"|"244655324"
10|"October"|"None"||"None"|||||||||||"23397176"|"244655322"
3|"March"|||"None"|||||||||||"23397171"|"244655261"
4|"April"|||"None"|||||||||||"23397171"|"244655254"
1|"January"|||"None"|||||||||||"23397171"|"244655258"
2|"February"|||"None"|||||||||||"23397171"|"244655257"
12|"December"|||"None"|||||||||||"23397171"|"244655256"
11|"November"|||"None"|||||||||||"23397171"|"244655263"
10|"October"|||"None"|||||||||||"23397171"|"244655264"
9|"September"|||"None"|||||||||||"23397171"|"244655265"
8|"August"|||"None"|||||||||||"23397171"|"244655255"
7|"July"|||"None"|||||||||||"23397171"|"244655259"
6|"June"|||"None"|||||||||||"23397171"|"244655260"
